year,bnf_code,bnf_name,atc_code,cat,type,total_items
2022,0302000K0AABCBC,Budesonide 100microg / Formoterol 3microg/dose inh CFC free,R03AK07,Combi_1,MDI,676
2024,0302000C0AABWBW,Beclometasone 250micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,675
2019,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill,R03BA02,ICS,DPI,674
2023,0302000R0BBAAAA,Asmanex 200micrograms/dose Twisthaler,R03BA07,ICS,DPI,674
2017,0302000N0BGACBG,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,672
2023,0302000N0BNACAX,Fixkoh Airmaster 50microg/dose / 100microg/dose dry pdr inh,R03AK06,Combi_1,DPI,671
2021,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,666
2023,0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,664
2016,0302000C0BLAABU,Pulvinal Beclometasone Diprop 200microg/dose dry pdr inh,R03BA01,ICS,DPI,660
2018,0302000N0BJAABF,Aloflute 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,657
2022,0302000R0BBAAAA,Asmanex 200micrograms/dose Twisthaler,R03BA07,ICS,DPI,654
2018,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,651
2023,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,650
2024,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,642
2025,0302000R0BBAAAA,Asmanex 200micrograms/dose Twisthaler,R03BA07,ICS,DPI,642
2019,0302000N0AABQBQ,Fluticasone 50microg/Formoterol 5microg/dose BA inh CFC free,R03AK11,Combi_1,MDI,642
2022,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,642
2018,0303010J0BBAFAD,Tilade 2mg/dose inhaler CFC free,R03BC03,OTHER,MDI,638
2024,0302000R0BBAAAA,Asmanex 200micrograms/dose Twisthaler,R03BA07,ICS,DPI,638
2021,0301011R0AACBCB,Salbutamol 100microg/dose dry pdr inhalation cart with dev,R03AC02,SABA,DPI,638
2018,0302000N0BJABBG,Aloflute 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,635
2019,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,630
2020,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,626
2020,0301011Z0AAAAAA,Olodaterol 2.5microg/dose soln for inhalation CFCfree,R03AC19,LABA,SMI,624
2020,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill,R03BA02,ICS,DPI,612
2019,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,602
2021,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,599
2017,0301011R0AACBCB,Salbutamol 100microg/dose dry pdr inhalation cart with dev,R03AC02,SABA,DPI,598
2021,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,596
2023,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,590
2022,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,587
2019,0303010J0BBAFAD,Tilade 2mg/dose inhaler CFC free,R03BC03,OTHER,MDI,587
2016,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,585
2024,0302000C0AABGBG,Beclometasone 50micrograms/dose breath actuated inh CFC free,R03BA01,ICS,MDI,583
2017,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,583
2016,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,579
2021,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharm),R03AC12,LABA,MDI,575
2022,0301011X0AAABAB,Indacaterol 300microgram inhalation pdr caps with device,R03AC18,LABA,DPI,573
2017,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,573
2024,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,566
2018,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,560
2024,0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,555
2023,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,552
2022,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,546
2020,0302000K0BFAAAV,Budelin Novolizer 200micrograms/dose inhalation powder,R03BA02,ICS,DPI,545
2021,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill,R03BA02,ICS,DPI,543
2016,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,538
2021,0302000W0BBAAAA,Enerzair Breezhaler 114microg / 46microg / 136microg/dose,R03AL12,Combi_2,DPI,534
2021,0301011R0BXAACB,Salbulin Novolizer 100micrograms/dose inhalation powder,R03AC02,SABA,DPI,527
2022,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,523
2019,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler,R03AC02,SABA,MDI,522
2018,0301011R0AACBCB,Salbutamol 100microg/dose dry pdr inhalation cart with dev,R03AC02,SABA,DPI,517
2024,0301011Z0BBABAB,Striverdi Respimat 2.5microg/dose inhalation soln refill,R03AC19,LABA,SMI,514
2023,0301011X0BBABAB,Onbrez Breezhaler 300microgram inhalation pdr caps with dev,R03AC18,LABA,DPI,509
2019,0301011R0AACBCB,Salbutamol 100microg/dose dry pdr inhalation cart with dev,R03AC02,SABA,DPI,495
2022,0302000N0BNABAY,Fixkoh Airmaster 50microg/dose / 250microg/dose dry pdr inh,R03AK06,Combi_1,DPI,486
2022,0301011Z0BBABAB,Striverdi Respimat 2.5microg/dose inhalation soln refill,R03AC19,LABA,SMI,486
2023,0301011X0AAABAB,Indacaterol 300microgram inhalation pdr caps with device,R03AC18,LABA,DPI,486
2023,0301011Z0BBABAB,Striverdi Respimat 2.5microg/dose inhalation soln refill,R03AC19,LABA,SMI,485
2020,0301011R0BXAACB,Salbulin Novolizer 100micrograms/dose inhalation powder,R03AC02,SABA,DPI,480
2018,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,478
2019,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,476
2025,0302000C0AABWBW,Beclometasone 250micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,474
2022,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill,R03BA02,ICS,DPI,471
2025,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,465
2017,0302000R0BBACAC,Asmanex 400micrograms/dose Twisthaler,R03BA07,ICS,DPI,464
2021,0301011Z0AAAAAA,Olodaterol 2.5microg/dose soln for inhalation CFCfree,R03AC19,LABA,SMI,462
2021,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,459
2023,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,459
2017,0301011R0AAAFAF,Salbutamol 95micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,453
2016,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,453
2025,0302000C0AABGBG,Beclometasone 50micrograms/dose breath actuated inh CFC free,R03BA01,ICS,MDI,453
2023,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,453
2019,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,452
2025,0302000R0AAAAAA,Mometasone 200micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,451
2023,0302000N0BPABBF,Avenor 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,445
2020,0301011R0AACBCB,Salbutamol 100microg/dose dry pdr inhalation cart with dev,R03AC02,SABA,DPI,444
2024,0302000X0BBABAB,Atectura Breezhaler 125microg/127.5microg pdr caps,R03AK14,Combi_1,DPI,443
2020,0302000N0BHAAAZ,Aerivio Spiromax 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,437
2017,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,435
2018,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,430
2024,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,430
2025,0301011Z0BBABAB,Striverdi Respimat 2.5microg/dose inhalation soln refill,R03AC19,LABA,SMI,428
2023,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill,R03BA02,ICS,DPI,427
2023,0302000X0BBABAB,Atectura Breezhaler 125microg/127.5microg pdr caps,R03AK14,Combi_1,DPI,423
2024,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,418
2024,0302000X0BBACAC,Atectura Breezhaler 125microg/260microg inhalation pdr caps,R03AK14,Combi_1,DPI,413
2024,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill,R03BA02,ICS,DPI,410
2020,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,405
2025,0302000K0BFABAW,Budelin Novolizer 200micrograms/dose inhalation pdr refill,R03BA02,ICS,DPI,363
2017,0302000C0BIAEBJ,Asmabec 100 Clickhaler,R03BA01,ICS,DPI,363
2025,0301011R0AACCCC,Salbutamol 100micrograms/dose dry pdr inhalation cartridge,R03AC02,SABA,DPI,356
2020,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,355
2020,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler,R03AC02,SABA,MDI,349
2022,0301011Z0AAAAAA,Olodaterol 2.5microg/dose soln for inhalation CFCfree,R03AC19,LABA,SMI,346
2024,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,338
2024,0301011X0BBABAB,Onbrez Breezhaler 300microgram inhalation pdr caps with dev,R03AC18,LABA,DPI,336
2022,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharm),R03AC12,LABA,MDI,325
2022,0302000N0BNAAAZ,Fixkoh Airmaster 50microg/dose / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,324
2018,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler,R03AC02,SABA,MDI,322
2023,0302000N0BPACBG,Avenor 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,318
2025,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,316
2019,0301011U0BFAAAH,Vertine 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,304
2021,0301040AAAAAAAA,Glycopyrronium 7.2microg/Formoterol 5microg/dose inh CFCfree,R03AL07,Combi_2,MDI,299
2022,0302000X0BBAAAA,Atectura Breezhaler 125microg/62.5microg inhalation pdr caps,R03AK14,Combi_1,DPI,299
2017,0302000C0AABJBJ,Beclometasone 100micrograms/dose dry powder inhaler,R03BA01,ICS,DPI,298
2025,0302000R0AAACAC,Mometasone 400micrograms/dose dry powder inhaler,R03BA07,ICS,DPI,297
2023,0302000K0BJABAU,WockAIR 320micrograms/dose / 9micrograms/dose dry pdr inh,R03AK07,Combi_1,DPI,295
2024,0301011X0AAABAB,Indacaterol 300microgram inhalation pdr caps with device,R03AC18,LABA,DPI,291
2023,0302000N0BIACAY,Sereflo Ciphaler 50microg / 250microg/dose dry pdr inh,R03AK06,Combi_1,DPI,290
2023,0301011Z0AAAAAA,Olodaterol 2.5microg/dose soln for inhalation CFCfree,R03AC19,LABA,SMI,286
2021,0301011Z0BBABAB,Striverdi Respimat 2.5microg/dose inhalation soln refill,R03AC19,LABA,SMI,285
2024,0301011Z0AAAAAA,Olodaterol 2.5microg/dose soln for inhalation CFCfree,R03AC19,LABA,SMI,285
2022,0302000K0BJAAAM,WockAIR 160micrograms/dose / 4.5micrograms/dose dry pdr inh,R03AK07,Combi_1,DPI,280
2021,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,276
2023,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharm),R03AC12,LABA,MDI,275
2025,0301011Z0AAAAAA,Olodaterol 2.5microg/dose soln for inhalation CFCfree,R03AC19,LABA,SMI,275
2025,0301011X0BBABAB,Onbrez Breezhaler 300microgram inhalation pdr caps with dev,R03AC18,LABA,DPI,275
2022,0303010Q0BBALAN,Intal 5mg/dose inhaler CFC free,R03BC01,OTHER,MDI,257
2016,0302000C0BCAHAB,Becotide 100 inhaler,R03BA01,ICS,MDI,257
2023,0302000C0BVABBV,Beclu 200micrograms/dose inhaler,R03BA01,ICS,MDI,256
2022,0301011R0BXABCC,Salbulin Novolizer 100micrograms/dose inhalation pdr refill,R03AC02,SABA,DPI,249
2025,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler,R03AC02,SABA,MDI,246
2020,0303010J0BBAFAD,Tilade 2mg/dose inhaler CFC free,R03BC03,OTHER,MDI,239
2022,0302000N0BNACAX,Fixkoh Airmaster 50microg/dose / 100microg/dose dry pdr inh,R03AK06,Combi_1,DPI,234
2016,0302000C0BLACBS,Pulvinal Beclometasone Diprop 400microg/dose dry pdr inh,R03BA01,ICS,DPI,230
2019,0302000C0BTADBW,Soprobec 250micrograms/dose inhaler,R03BA01,ICS,MDI,229
2025,0301020Q0BFABAA,Trokide 18microg inhalation pdr capsules with Vertical-Haler,R03BB04,Anticholinergic,DPI,227
2021,0302000K0AABCBC,Budesonide 100microg / Formoterol 3microg/dose inh CFC free,R03AK07,Combi_1,MDI,218
2023,0302000X0BBACAC,Atectura Breezhaler 125microg/260microg inhalation pdr caps,R03AK14,Combi_1,DPI,212
2025,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation soln cart CFC free,R03AC19,LABA,SMI,211
2016,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,209
2025,0301011X0AAABAB,Indacaterol 300microgram inhalation pdr caps with device,R03AC18,LABA,DPI,207
2022,0302000X0BBABAB,Atectura Breezhaler 125microg/127.5microg pdr caps,R03AK14,Combi_1,DPI,201
2024,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation soln cart CFC free,R03AC19,LABA,SMI,198
2018,0301011R0BZAAAP,AirSalb 100micrograms/dose inhaler CFC free,R03AC02,SABA,MDI,190
2022,0302000N0BPAABE,Avenor 25micrograms/dose / 50micrograms/dose inhaler,R03AK06,Combi_1,MDI,187
2024,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,185
2020,0301011Z0BBABAB,Striverdi Respimat 2.5microg/dose inhalation soln refill,R03AC19,LABA,SMI,183
2025,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,170
2016,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharm),R03AC12,LABA,MDI,169
2019,0301040X0AAABAB,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln,R03AL06,Combi_2,SMI,168
2021,0301020Q0BEABAB,Tiogiva 18microgram inhalation powder capsules,R03BB04,Anticholinergic,DPI,168
2017,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharm),R03AC12,LABA,MDI,162
2017,0301011R0BJABAF,Asmasal 95micrograms/dose Clickhaler,R03AC02,SABA,DPI,161
2022,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation soln cart CFC free,R03AC19,LABA,SMI,157
2023,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation soln cart CFC free,R03AC19,LABA,SMI,154
2020,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation soln cart CFC free,R03AC19,LABA,SMI,150
2024,0301011E0BBAAAA,Foradil 12microgram inhalation powder capsules with device,R03AC13,LABA,DPI,144
2021,0301020I0BJAAAN,Ipravent 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,141
2016,0301011R0BIAHAP,Salamol 100micrograms/dose inhaler CFC free (Arrow),R03AC02,SABA,MDI,141
2021,0301020Q0BEAAAA,Tiogiva 18microgram inhalation powder capsules with device,R03BB04,Anticholinergic,DPI,141
2023,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,136
2025,0302000N0BRABAY,Campona Airmaster 50microg/dose / 250microg/dose dry pdr inh,R03AK06,Combi_1,DPI,129
2021,0301011Z0AAABAB,Olodaterol 2.5micrograms/dose inhalation soln cart CFC free,R03AC19,LABA,SMI,127
2022,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,125
2025,0302000X0BBACAC,Atectura Breezhaler 125microg/260microg inhalation pdr caps,R03AK14,Combi_1,DPI,123
2020,0301020I0BJAAAN,Ipravent 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,123
2022,0302000N0BPABBF,Avenor 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,114
2022,0302000N0AABQBQ,Fluticasone 50microg/Formoterol 5microg/dose BA inh CFC free,R03AK11,Combi_1,MDI,111
2016,0301020Q0AAADAD,Tiotropium bromide 10microgram inhalation pdr caps with dev,R03BB04,Anticholinergic,DPI,111
2016,0302000C0AABSBS,Beclometasone 400micrograms/dose dry powder inhaler,R03BA01,ICS,DPI,111
2017,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,109
2021,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,101
2024,0301011U0BEAAAH,Neovent 25micrograms/dose inhaler CFC free (Kent Pharm),R03AC12,LABA,MDI,97
2025,0301011E0AAAAAA,Formoterol 12microgram inhalation pdr caps with device,R03AC13,LABA,DPI,97
2020,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,95
2021,0303010J0AAADAD,Nedocromil 2mg/dose inhaler CFC free,R03BC03,OTHER,MDI,91
2016,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler,R03BA01,ICS,MDI,89
2017,0301011R0BTAAAQ,Pulvinal Salbutamol 200micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,89
2023,0303010Q0AAANAN,Sodium cromoglicate 5mg/dose inhaler CFC free,R03BC01,OTHER,MDI,88
2019,0301020I0BJAAAN,Ipravent 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,85
2024,0302000X0BBAAAA,Atectura Breezhaler 125microg/62.5microg inhalation pdr caps,R03AK14,Combi_1,DPI,84
2023,0302000X0AAAAAA,Indacaterol 125microg/Mometasone 62.5microg/dose pdr caps,R03AK14,Combi_1,DPI,83
2021,0301040X0BCAAAA,Yanimo Respimat 2.5microg/dose / 2.5microg/dose soln,R03AL06,Combi_2,SMI,79
2022,0302000N0BDADBP,Flutiform K-haler 125microg/dose / 5microg/dose BA inhaler,R03AK11,Combi_1,MDI,74
2016,0301011U0AAAAAA,Salmeterol 50microgram inhalation pdr blist with device,R03AC12,LABA,DPI,70
2018,0302000N0AABPBP,Fluticasone 125microg/Formoterol 5microg/dose BA inh CFCfree,R03AK11,Combi_1,MDI,69
2022,0302000X0AAAAAA,Indacaterol 125microg/Mometasone 62.5microg/dose pdr caps,R03AK14,Combi_1,DPI,68
2024,0302000N0BRABAY,Campona Airmaster 50microg/dose / 250microg/dose dry pdr inh,R03AK06,Combi_1,DPI,66
2018,0301011R0AAAFAF,Salbutamol 95micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,61
2024,0302000N0BRAAAX,Campona Airmaster 50microg/dose / 100microg/dose dry pdr inh,R03AK06,Combi_1,DPI,61
2022,0302000X0BBACAC,Atectura Breezhaler 125microg/260microg inhalation pdr caps,R03AK14,Combi_1,DPI,59
2019,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,58
2022,0302000N0BIACAY,Sereflo Ciphaler 50microg / 250microg/dose dry pdr inh,R03AK06,Combi_1,DPI,58
2016,0301011U0BBACAC,Serevent 25micrograms/dose inhaler,R03AC12,LABA,MDI,57
2025,0302000N0BRACAZ,Campona Airmaster 50microg/dose / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,56
2018,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,54
2020,0301040X0BCAAAA,Yanimo Respimat 2.5microg/dose / 2.5microg/dose soln,R03AL06,Combi_2,SMI,53
2025,0301020Q0BFAAAB,Trokide 18microgram inhalation powder capsules,R03BB04,Anticholinergic,DPI,51
2021,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler,R03AC02,SABA,MDI,51
2023,0302000W0AAAAAA,Generic Enerzair Breezhaler 114/46/136microg inh caps + dev,R03AL12,Combi_2,DPI,49
2019,0301011R0BZAAAP,AirSalb 100micrograms/dose inhaler CFC free,R03AC02,SABA,MDI,49
2022,0301020I0BJAAAN,Ipravent 20micrograms/dose inhaler CFC free,R03BB01,Anticholinergic,MDI,49
2017,0302000C0AAAAAA,Beclometasone 50micrograms/dose inhaler,R03BA01,ICS,MDI,49
2016,0301011U0BBAAAA,Serevent 50microgram disks with Diskhaler,R03AC12,LABA,DPI,47
2017,0302000C0BLABBJ,Pulvinal Beclometasone Diprop 100microg/dose dry pdr inh,R03BA01,ICS,DPI,46
2024,0302000N0BRACAZ,Campona Airmaster 50microg/dose / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,44
2020,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,44
2025,0302000N0BRAAAX,Campona Airmaster 50microg/dose / 100microg/dose dry pdr inh,R03AK06,Combi_1,DPI,44
2022,0302000N0BDAEBQ,Flutiform K-haler 50microg/dose / 5microg/dose BA inh,R03AK11,Combi_1,MDI,44
2016,0301020I0AAAAAA,Ipratropium bromide 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,41
2025,0302000X0BBABAB,Atectura Breezhaler 125microg/127.5microg pdr caps,R03AK14,Combi_1,DPI,41
2016,0301011U0AAABAB,Salmeterol 50microgram inhalation powder blisters,R03AC12,LABA,DPI,40
2016,0302000C0AAATAT,Beclometasone 100micrograms/dose breath actuated inhaler,R03BA01,ICS,MDI,40
2024,0302000X0AAACAC,Indacaterol 125microg/Mometasone 260microg/dose pdr caps,R03AK14,Combi_1,DPI,39
2023,0302000N0BQAABR,Seffalair Spiromax 12.75microg / 100microg/dose dry pdr inh,R03AK06,Combi_1,DPI,38
2018,0302000N0BKAAAY,Fusacomb Easyhaler 50microg / 250microg/dose dry pdr inh,R03AK06,Combi_1,DPI,38
2018,0301020I0BIAAAN,Inhalvent 20micrograms/dose inhaler,R03BB01,Anticholinergic,MDI,38
2021,0301020Q0BDAAAA,Acopair 18microgram inhalation pdr caps with NeumoHaler,R03BB04,Anticholinergic,DPI,37
2017,0302000Z0BBAAAA,Trelegy Ellipta 92microg/55microg/22microg/dose dry pdr inh,R03AL08,Combi_2,DPI,36
2022,0302000K0BJABAU,WockAIR 320micrograms/dose / 9micrograms/dose dry pdr inh,R03AK07,Combi_1,DPI,36
2018,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,36
2016,0301011R0BEAPAV,Ventolin 200microgram Rotacaps,R03AC02,SABA,DPI,36
2019,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,35
2023,0302000X0AAABAB,Indacaterol 125microg/Mometasone 127.5microg/dose pdr caps,R03AK14,Combi_1,DPI,35
2025,0302000W0AAAAAA,Generic Enerzair Breezhaler 114/46/136microg inh caps + dev,R03AL12,Combi_2,DPI,35
2017,0302000C0BFABAB,Beclazone 100 inhaler,R03BA01,ICS,MDI,35
2021,0302000N0BHAAAZ,Aerivio Spiromax 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,32
2022,0302000W0AAAAAA,Generic Enerzair Breezhaler 114/46/136microg inh caps + dev,R03AL12,Combi_2,DPI,32
2022,0302000X0AAABAB,Indacaterol 125microg/Mometasone 127.5microg/dose pdr caps,R03AK14,Combi_1,DPI,31
2022,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,30
2022,0301011R0AAAAAA,Salbutamol 100micrograms/dose inhaler,R03AC02,SABA,MDI,30
2018,0302000N0BDADBP,Flutiform K-haler 125microg/dose / 5microg/dose BA inhaler,R03AK11,Combi_1,MDI,30
2020,0301011U0BFAAAH,Vertine 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,29
2023,0303010Q0BBALAN,Intal 5mg/dose inhaler CFC free,R03BC01,OTHER,MDI,29
2021,0302000X0BBABAB,Atectura Breezhaler 125microg/127.5microg pdr caps,R03AK14,Combi_1,DPI,28
2024,0302000W0AAAAAA,Generic Enerzair Breezhaler 114/46/136microg inh caps + dev,R03AL12,Combi_2,DPI,28
2024,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,27
2016,0301011U0BBABAB,Serevent 50microgram disks,R03AC12,LABA,DPI,27
2016,0302000C0BIAFBK,Asmabec 250 Clickhaler,R03BA01,ICS,DPI,25
2016,0302000C0BBAAAC,Becloforte 250micrograms/dose inhaler,R03BA01,ICS,MDI,25
2024,0302000X0AAABAB,Indacaterol 125microg/Mometasone 127.5microg/dose pdr caps,R03AK14,Combi_1,DPI,25
2018,0302000C0BSAABE,Kelhale 50micrograms/dose inhaler,R03BA01,ICS,MDI,25
2018,0302000N0AABQBQ,Fluticasone 50microg/Formoterol 5microg/dose BA inh CFC free,R03AK11,Combi_1,MDI,25
2016,0302000C0BCADAF,Becotide 200microgram Rotacaps,R03BA01,ICS,DPI,24
2021,0302000C0AAABAB,Beclometasone 100micrograms/dose inhaler,R03BA01,ICS,MDI,24
2025,0301011E0BBAAAA,Foradil 12microgram inhalation powder capsules with device,R03AC13,LABA,DPI,24
2024,0301011U0BBACAC,Serevent 25micrograms/dose inhaler,R03AC12,LABA,MDI,24
2020,0301011U0AAACAC,Salmeterol 25micrograms/dose inhaler,R03AC12,LABA,MDI,23
2016,0302000C0BCAIAA,Becotide 50 inhaler,R03BA01,ICS,MDI,23
2024,0302000K0BKAAAM,GoResp Digihaler 160microg/dose / 4.5microg/dose dry pdr inh,R03AK07,Combi_1,DPI,23
2016,0301040R0BBAAAA,Combivent inhaler,R03AL02,Combi_2,MDI,23
2025,0302000X0AAACAC,Indacaterol 125microg/Mometasone 260microg/dose pdr caps,R03AK14,Combi_1,DPI,23
